동호회명,시도명,시군구명,종목명,소속그룹명,종목분류명,성별구분명,회원수,설립일자
BKDAC,강원도,강원도 원주시,스키,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,9,2020-06-18
BK비스트GYM,경상남도,경상남도 김해시,킥복싱,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,2021-01-17
BK클럽,부산광역시,부산광역시 강서구,배드민턴,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,2,2024-01-08
BLANK,서울특별시,서울특별시 송파구,농구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,3,2024-03-08
BLC,전라북도,전라북도 전주시,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,22,2020-01-25
BLC,전라북도,전라북도 전주시완산구,농구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,21,2022-03-21
BLC댄스스포츠,울산광역시,울산광역시 북구,댄스스포츠,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2022-08-25
BMW,경기도,경기도 고양시일산서구,수영,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2024-01-03
BMW,경기도,경기도 안성시,배드민턴,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,59,2024-05-22
BNB,대전광역시,대전광역시 유성구,농구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,10,2023-09-21
BNB클럽,부산광역시,부산광역시 서구,배드민턴,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2024-01-10
BN당구클럽,경상북도,경상북도 상주시,당구,체육동호인조직,"12세이하부,15세이하부,18세이하부,실업(일반)",혼성,1,2024-04-29
BONT,대구광역시,대구광역시 수성구,롤러,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,2019-04-15
BONT,부산광역시,부산광역시 사상구,롤러,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,6,2022-08-23
BOS,충청북도,충청북도 청주시상당구,당구,체육동호인조직,"12세이하부,15세이하부,18세이하부,실업(일반)",혼성,1,2024-04-04
BOSS,울산광역시,울산광역시 남구,스쿼시,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2024-04-11
BOX클럽,전라북도,전라북도 전주시덕진구,당구,체육동호인조직,"12세이하부,15세이하부,18세이하부,실업(일반)",혼성,7,2024-04-08
BPL,광주광역시,광주광역시 서구,볼링,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,6,2022-07-07
BROCKEN(브로켄),대구광역시,대구광역시 수성구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,10,2021-03-11
BROS유도관,경기도,경기도 의왕시,유도,체육동호인조직,"12세이하부,15세이하부,18세이하부,실업(일반)",혼성,16,2022-12-29
BROTHERLY,대구광역시,대구광역시 동구,농구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,20,2022-04-18
BROTHERLY(형제애),대구광역시,대구광역시 동구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,2021-04-14
BRng,경기도,경기도 용인시수지구,농구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,4,2024-04-01
BR뇌교육북구지점,울산광역시,울산광역시 북구,국학기공,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,20,2022-12-26
BSC,강원도,강원도 평창군,스키,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,4,2020-01-28
BSC,강원도,강원도 동해시,스키,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,9,2023-02-10
BST,울산광역시,울산광역시 동구,스쿼시,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,7,2022-06-24
BTK,광주광역시,광주광역시 남구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,13,2020-11-02
BTS,대전광역시,대전광역시 동구,당구,체육동호인조직,"12세이하부,15세이하부,18세이하부,실업(일반)",혼성,1,2024-03-22
BTS,서울특별시,서울특별시 송파구,스쿼시,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,2,2019-10-15
BTS 레이싱팀,서울특별시,서울특별시 전체,스키,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,2019-07-26
BTS전주,전라북도,전라북도 전체,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,8,2020-01-17
BT`S 전주,전라북도,전라북도 전주시완산구,농구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,16,2022-03-28
BURN,세종특별자치시,세종특별자치시 세종특별자치시,농구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,30,2022-05-16
BUSAN POSAMO,부산광역시,부산광역시 북구,당구,체육동호인조직,"12세이하부,15세이하부,18세이하부,실업(일반)",혼성,5,2024-03-22
BUST,서울특별시,서울특별시 동대문구,스쿼시,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,11,2022-04-06
BYOH,대구광역시,대구광역시 달서구,역도,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,3,2023-06-16
Big bear club,경기도,경기도 의정부시,빙상,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,2,2022-05-02
Bijou_fg,경기도,경기도 양천구,빙상,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,7,2022-08-10
Black Eagles Allstar Cheerleading,서울특별시,서울특별시 마포구,치어리딩,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,43,2020-01-02
Blue line,전라북도,전라북도 부안군,요트,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,3,2021-11-15
BnB동호회,충청북도,충청북도 제천시,당구,체육동호인조직,"12세이하부,15세이하부,18세이하부,실업(일반)",혼성,4,2024-03-22
Bok Duck,서울특별시,서울특별시 동대문구,스키,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,2,2023-02-17
Boost,경상남도,경상남도 양산시,수영,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,10,2023-08-28
Born To Skate(BTS},전라북도,전라북도 전주시덕진구,빙상,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,12,2023-06-13
BowlAimong,충청남도,충청남도 태안군,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,5,2020-07-01
Boxydragons,충청남도,충청남도 천안시 서북구,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,5,2021-10-30
Boxydragons,충청남도,충청남도 천안시서북구,배구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,2,2022-08-22
Bros,전라북도,전라북도 익산시,농구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,3,2022-03-15
Bros Ski Club,강원도,강원도 평창군,스키,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,3,2023-12-12
Burn,충청남도,충청남도 공주시,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,2019-04-26
Burnout,경상북도,경상북도 경산시,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,26,2020-01-04
C DA C,경상남도,경상남도 의령군,배구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,10,2023-01-18
C.C,대전광역시,대전광역시 중구,당구,체육동호인조직,"12세이하부,15세이하부,18세이하부,실업(일반)",혼성,12,2024-03-22
C.T.U,경기도,경기도 화성시,사격,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2022-03-07
CAAS(카아스),충청남도,충청남도 아산시,농구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,11,2022-03-25
CALI SWIM,서울특별시,서울특별시 송파구,수영,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2022-06-14
CAZA,경기도,경기도 동두천시,농구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,3,2022-03-25
CBC,강원도,강원도 철원군,당구,체육동호인조직,"12세이하부,15세이하부,18세이하부,실업(일반)",혼성,9,2024-03-22
CBC,충청북도,충청북도 청주시상당구,당구,체육동호인조직,"12세이하부,15세이하부,18세이하부,실업(일반)",혼성,8,2024-03-22
CBMAX,인천광역시,인천광역시 부평구,수영,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2023-06-08
CC당구클럽,충청남도,충청남도 아산시,당구,체육동호인조직,"12세이하부,15세이하부,18세이하부,실업(일반)",혼성,12,2024-04-23
CC상주,강원도,강원도 춘천시,볼링,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,2,2024-02-29
CENTRAL,경기도,경기도 화성시,농구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,24,2023-03-21
CH,대전광역시,대전광역시 서구,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,5,2021-02-22
CHASERS,대전광역시,대전광역시 대덕구,농구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,13,2022-05-11
CHEONGSA(청사),제주특별자치도,제주특별자치도 제주시,농구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,20,2022-06-07
CHLLY,서울특별시,서울특별시 노원구,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,2,2021-04-26
CK,경기도,경기도 김포시,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,2,2019-10-22
CK,경기도,경기도 김포시,수영,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2023-03-06
CK수상스키스쿨,대전광역시,대전광역시 옥천군,수상스키·웨이크스포츠,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,7,2022-09-05
CLEANSHOT BASKETBALL CLUB,부산광역시,부산광역시 전체,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,44,2020-01-20
CLEANSHOT BASKETBALL CLUB,부산광역시,부산광역시 금정구,농구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,21,2022-03-14
CMH인라인클럽,경기도,경기도 군포시,롤러,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,24,2019-03-24
CMH인라인클럽,경기도,경기도 군포시,롤러,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,23,2022-08-23
CMIS,인천광역시,인천광역시 연수구,수영,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2023-07-13
CN빌리어드,경기도,경기도 부천시원미구,당구,체육동호인조직,"12세이하부,15세이하부,18세이하부,실업(일반)",혼성,1,2024-03-22
COOL,광주광역시,광주광역시 서구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,6,2020-01-06
CORE,울산광역시,울산광역시 남구,수영,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,17,2022-10-28
COUNTER,경기도,경기도 수원시영통구,스쿼시,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2023-10-05
CPM,강원도,강원도 강릉시,당구,체육동호인조직,"12세이하부,15세이하부,18세이하부,실업(일반)",혼성,5,2024-03-22
CR,부산광역시,부산광역시 동구,당구,체육동호인조직,"12세이하부,15세이하부,18세이하부,실업(일반)",혼성,2,2024-03-27
CRANK,전라북도,전라북도 군산시,농구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,16,2022-03-18
CRAZY,경기도,경기도 오산시,농구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,16,2023-03-15
